

10	1
20	1
30	0
40	1
50	1
60	0
70	1
80	0
90	1
100	1
110	0
120	1
130	1
140	0
150	1
160	1
170	0
180	1
190	1
200	0
210	1
220	0
230	1
240	1
250	0
260	1
270	1
280	0
290	1
300	1
310	0
320	1
330	1
340	0
350	1
360	0
370	1
380	1
390	0
400	1
410	1
420	0
430	1
440	1
450	0
460	1
470	1
480	0
490	1
500	0
510	1
520	1
530	0
540	1
550	1
560	0
570	1
580	1
590	0
600	1
610	1
620	0
630	1
640	0
650	1
660	1
670	0
680	1
690	1
700	0
710	1
720	1
730	0
740	1
750	1
760	0
770	1
780	0
790	1
800	1
810	0
820	1
830	1
840	0
850	1
860	1
870	0
880	1
890	1
900	0
910	1
920	0
930	1
940	1
950	0
960	1
970	1
980	0
990	1
1000	1
1010	0
1020	1
1030	1
1040	0
1050	1
1060	0
1070	1
1080	1
1090	0
1100	1
1110	1
1120	0
1130	1
1140	1
1150	0
1160	1
1170	0
1180	0
1190	1
1200	0
1210	1
1220	1
1230	0
1240	1
1250	1
1260	0
1270	1
1280	1
1290	0
1300	1
1310	0
1320	1
1330	1
1340	0
1350	1
1360	1
1370	0
1380	1
1390	1
1400	0
1410	1
1420	1
1430	0
1440	1
1450	0
1460	0
1470	1
1480	0
1490	1
1500	1
1510	0
1520	1
1530	1
1540	0
1550	1
1560	1
1570	0
1580	1
1590	0
1600	0
1610	1
1620	0
1630	1
1640	1
1650	0
1660	1
1670	1
1680	0
1690	1
1700	1
1710	0
1720	1
1730	0
1740	1
1750	1
1760	0
1770	1
1780	1
1790	0
1800	1
1810	1
1820	0
1830	1
1840	1
1850	0
1860	1
1870	0
1880	1
1890	1
1900	0
1910	1
1920	1
1930	0
1940	1
1950	1
1960	0
1970	1
1980	1
1990	0
2000	1
2010	0
2020	1
2030	1
2040	0
2050	1
2060	1
2070	0
2080	1
2090	1
2100	0
2110	1
2120	1
2130	0
2140	1
2150	1
2160	0
2170	1
2180	0
2190	1
2200	1
2210	0
2220	1
2230	1
2240	0
2250	1
2260	1
2270	0
2280	1
2290	1
2300	0
2310	1
2320	0
2330	1
2340	1
2350	0
2360	1
2370	1
2380	0
2390	1
2400	1
2410	0
2420	1
2430	1
2440	0
2450	1
2460	0
2470	1
2480	1
2490	0
2500	1
2510	1
2520	0
2530	1
2540	1
2550	0
2560	1
2570	1
2580	0
2590	1
2600	0
2610	1
2620	1
2630	0
2640	1
2650	1
2660	0
2670	1
2680	1
2690	0
2700	1
2710	1
2720	0
2730	1
2740	0
2750	1
2760	1
2770	0
2780	1
2790	1
2800	0
2810	1
2820	1
2830	0
2840	1
2850	0
2860	0
2870	1
2880	0
2890	1
2900	1
2910	0
2920	1
2930	1
2940	0
2950	1
2960	1
2970	0
2980	1
2990	1
3000	0
3010	1
3020	1
3030	0
3040	1
3050	1
3060	0
3070	1
3080	0
3090	0
3100	1
3110	0
3120	1
3130	1
3140	0
3150	1
3160	1
3170	0
3180	1
3190	1
3200	0
3210	1
3220	0
3230	1
3240	1
3250	0
3260	1
3270	1
3280	0
3290	1
3300	1
3310	0
3320	1
3330	1
3340	0
3350	1
3360	0
3370	1
3380	1
3390	0
3400	1
3410	1
3420	0
3430	1
3440	1
3450	0
3460	1
3470	1
3480	0
3490	1
3500	0
3510	1
3520	1
3530	0
3540	1
3550	1
3560	0
3570	1
3580	1
3590	0
3600	1
3610	1
3620	0
3630	1
3640	1
3650	0
3660	1
3670	1
3680	0
3690	1
3700	0
3710	1
3720	1
3730	0
3740	1
3750	1
3760	0
3770	1
3780	1
3790	0
3800	1
3810	1
3820	0
3830	1
3840	0
3850	1
3860	1
3870	0
3880	1
3890	1
3900	0
3910	1
3920	1
3930	0
3940	1
3950	1
3960	0
3970	1
3980	0
3990	1
4000	1
4010	0
4020	1
4030	1
4040	0
4050	1
4060	1
4070	0
4080	1
4090	0
4100	0
4110	1
4120	0
4130	1
4140	1
4150	0
4160	1
4170	1
4180	0
4190	1
4200	1
4210	0
4220	1
4230	0
4240	1
4250	1
4260	0
4270	1
4280	1
4290	0
4300	1
4310	1
4320	0
4330	1
4340	1
4350	0
4360	1
4370	0
4380	1
4390	1
4400	0
4410	1
4420	1
4430	0
4440	1
4450	1
4460	0
4470	1
4480	1
4490	0
4500	1
4510	0
4520	1
4530	1
4540	0
4550	1
4560	1
4570	0
4580	1
4590	1
4600	0
4610	1
4620	1
4630	0
4640	1
4650	0
4660	1
4670	1
4680	0
4690	1
4700	1
4710	0
4720	1
4730	1
4740	0
4750	1
4760	1
4770	0
4780	1
4790	0
4800	1
10	1
2010	0
4010	1
6010	0
8010	1
10010	1
12010	0
14010	1
16010	1
18010	0
20010	1
22010	1
24010	0
10	0
2010	1
4010	0
6010	1
8010	1
10010	0
12010	1
14010	1
16010	0
18010	1
20010	1
22010	0
24010	1
26010	1
28010	0
30010	1
32010	0
34010	1
36010	1
38010	0
40010	1
42010	1
44010	0
46010	1
48010	1
10	0
2010	12
4010	26
6010	38
8010	50
10010	63
12010	76
14010	88
16010	100
18010	114
20010	125
22010	139
24010	151
26010	164
28010	176
30010	189
32010	201
34010	214
36010	226
38010	239
40010	251
42010	264
44010	277
46010	290
48010	302
1	0
11	1
21	0
31	0
41	0
51	0
61	1
71	0
81	1
91	0
1	0
11	1
21	0
31	0
41	0
51	1
61	0
71	0
81	1
91	1
101	0
111	1
121	1
131	0
141	0
151	1
161	1
171	1
181	2
191	1
201	1
211	1
221	2
231	1
241	2
251	1
261	2
271	2
281	2
291	1
301	2
311	2
321	2
331	2
341	2
351	2
361	2
371	3
381	2
391	2
401	3
411	3
421	2
431	3
441	3
451	3
461	2
471	2
481	4
491	3
501	3
511	3
521	3
531	4
541	3
551	4
561	3
571	4
581	3
591	4
601	4
611	4
621	4
631	4
641	4
651	4
661	4
671	4
681	5
691	4
701	4
711	5
721	4
731	5
741	5
751	4
761	5
771	5
781	5
791	5
801	5
811	5
821	5
831	6
841	5
851	5
861	6
871	5
881	6
891	5
901	6
911	6
921	6
931	5
941	6
951	6
961	6
971	7
981	6
991	6
